id,tma_mdpl
2025-09-19 06:00:00 - Arjowinangun - Pacitan,1.1041402652582295
2025-09-19 12:00:00 - Arjowinangun - Pacitan,1.1410526776990353
2025-09-19 18:00:00 - Arjowinangun - Pacitan,1.1495407369419326
2025-09-20 06:00:00 - Arjowinangun - Pacitan,1.1167092913091652
2025-09-20 12:00:00 - Arjowinangun - Pacitan,1.178752088339102
2025-09-20 18:00:00 - Arjowinangun - Pacitan,1.1206189152317239
2025-09-21 06:00:00 - Arjowinangun - Pacitan,1.1335860530443354
2025-09-21 12:00:00 - Arjowinangun - Pacitan,1.184063656622612
2025-09-21 18:00:00 - Arjowinangun - Pacitan,1.114204445346381
2025-09-22 06:00:00 - Arjowinangun - Pacitan,1.1269886930115316
2025-09-22 12:00:00 - Arjowinangun - Pacitan,1.1564325159894884
2025-09-22 18:00:00 - Arjowinangun - Pacitan,1.1076070853135773
2025-09-23 06:00:00 - Arjowinangun - Pacitan,1.1172344929232292
2025-09-23 12:00:00 - Arjowinangun - Pacitan,1.164382027981664
2025-09-23 18:00:00 - Arjowinangun - Pacitan,1.1155565973057529
2025-09-24 06:00:00 - Arjowinangun - Pacitan,1.1110953868046802
2025-09-24 12:00:00 - Arjowinangun - Pacitan,1.1634273111507933
2025-09-24 18:00:00 - Arjowinangun - Pacitan,1.112089777250405
2025-09-25 06:00:00 - Arjowinangun - Pacitan,1.1137676728678814
2025-09-25 12:00:00 - Arjowinangun - Pacitan,1.1708550259156152
2025-09-25 18:00:00 - Arjowinangun - Pacitan,1.112089777250405
2025-09-26 06:00:00 - Arjowinangun - Pacitan,1.112089777250405
2025-09-26 12:00:00 - Arjowinangun - Pacitan,1.160915207926316
2025-09-26 18:00:00 - Arjowinangun - Pacitan,1.112089777250405
2025-09-27 06:00:00 - Arjowinangun - Pacitan,1.1159398756819452
2025-09-27 12:00:00 - Arjowinangun - Pacitan,1.1747051243471553
2025-09-27 18:00:00 - Arjowinangun - Pacitan,1.1207829571344656
2025-09-28 06:00:00 - Arjowinangun - Pacitan,1.1159398756819452
2025-09-28 12:00:00 - Arjowinangun - Pacitan,1.1747051243471553
2025-09-28 18:00:00 - Arjowinangun - Pacitan,1.1251987272307025
2025-09-29 06:00:00 - Arjowinangun - Pacitan,1.1251987272307025
2025-09-29 12:00:00 - Arjowinangun - Pacitan,1.1747051243471553
2025-09-29 18:00:00 - Arjowinangun - Pacitan,1.1258796936712447
2025-09-30 06:00:00 - Arjowinangun - Pacitan,1.1130816033057942
2025-09-30 12:00:00 - Arjowinangun - Pacitan,1.1344387454599432
2025-09-30 18:00:00 - Arjowinangun - Pacitan,1.1230214212950937
2025-10-01 06:00:00 - Arjowinangun - Pacitan,1.1084820958190522
2025-10-01 12:00:00 - Arjowinangun - Pacitan,1.1794490298159053
2025-10-01 18:00:00 - Arjowinangun - Pacitan,1.2277086422592567
2025-10-02 06:00:00 - Arjowinangun - Pacitan,1.2118066017563298
2025-10-02 12:00:00 - Arjowinangun - Pacitan,1.2612872761576737
2025-10-02 18:00:00 - Arjowinangun - Pacitan,1.2059572884836711
2025-10-03 06:00:00 - Arjowinangun - Pacitan,1.1820811744787552
2025-10-03 12:00:00 - Arjowinangun - Pacitan,1.2325587780570322
2025-10-03 18:00:00 - Arjowinangun - Pacitan,1.149303162409185
2025-10-04 06:00:00 - Arjowinangun - Pacitan,1.1350844399162012
2025-10-04 12:00:00 - Arjowinangun - Pacitan,1.173431981882447
2025-10-04 18:00:00 - Arjowinangun - Pacitan,1.1246065512065364
2025-10-05 06:00:00 - Arjowinangun - Pacitan,1.1246065512065364
2025-10-05 12:00:00 - Arjowinangun - Pacitan,1.1759440851069247
2025-10-05 18:00:00 - Arjowinangun - Pacitan,1.1219342651433353
2025-10-06 06:00:00 - Arjowinangun - Pacitan,1.1162737608381685
2025-10-06 12:00:00 - Arjowinangun - Pacitan,1.1750390095033787
2025-10-06 18:00:00 - Arjowinangun - Pacitan,1.1076070853135773
2025-10-07 06:00:00 - Arjowinangun - Pacitan,1.1076070853135773
2025-10-07 12:00:00 - Arjowinangun - Pacitan,1.1564325159894884
2025-10-07 18:00:00 - Arjowinangun - Pacitan,1.1076070853135773
2025-10-08 06:00:00 - Arjowinangun - Pacitan,1.1076070853135773
2025-10-08 12:00:00 - Arjowinangun - Pacitan,1.1564325159894884
2025-10-08 18:00:00 - Arjowinangun - Pacitan,1.1124501667660978
2025-10-09 06:00:00 - Arjowinangun - Pacitan,1.1000223365467752
2025-10-09 12:00:00 - Arjowinangun - Pacitan,1.14716987160521
2025-10-09 18:00:00 - Arjowinangun - Pacitan,1.0983444409292988
2025-10-10 06:00:00 - Arjowinangun - Pacitan,1.1101440513530145
2025-10-10 12:00:00 - Arjowinangun - Pacitan,1.1689093000182247
2025-10-10 18:00:00 - Arjowinangun - Pacitan,1.1101440513530145
2025-10-11 06:00:00 - Arjowinangun - Pacitan,1.1101440513530145
2025-10-11 12:00:00 - Arjowinangun - Pacitan,1.1470564637938203
2025-10-11 18:00:00 - Arjowinangun - Pacitan,1.114987132805535
2025-10-12 06:00:00 - Arjowinangun - Pacitan,1.0971448548380562
2025-10-12 12:00:00 - Arjowinangun - Pacitan,1.1559101035032666
2025-10-12 18:00:00 - Arjowinangun - Pacitan,1.1119277542798762
2025-10-13 06:00:00 - Arjowinangun - Pacitan,1.0836425279045263
2025-10-13 12:00:00 - Arjowinangun - Pacitan,1.142407776569737
2025-10-13 18:00:00 - Arjowinangun - Pacitan,1.0836425279045263
2025-10-14 06:00:00 - Arjowinangun - Pacitan,1.079085321661389
2025-10-14 12:00:00 - Arjowinangun - Pacitan,1.133007488874079
2025-10-14 18:00:00 - Arjowinangun - Pacitan,1.092123819652034
2025-10-15 06:00:00 - Arjowinangun - Pacitan,1.0836425279045263
2025-10-15 12:00:00 - Arjowinangun - Pacitan,1.1389322138587534
2025-10-15 18:00:00 - Arjowinangun - Pacitan,1.1049573091713631
2025-10-16 06:00:00 - Arjowinangun - Pacitan,1.099081401658579
2025-10-16 12:00:00 - Arjowinangun - Pacitan,1.1578466503237896
2025-10-16 18:00:00 - Arjowinangun - Pacitan,1.113864301100399
2025-10-17 06:00:00 - Arjowinangun - Pacitan,1.0918106869659991
2025-10-17 12:00:00 - Arjowinangun - Pacitan,1.1504659481971968
2025-10-17 18:00:00 - Arjowinangun - Pacitan,1.112376875245593
2025-10-18 06:00:00 - Arjowinangun - Pacitan,1.1075337937930725
2025-10-18 12:00:00 - Arjowinangun - Pacitan,1.1405261302078973
2025-10-18 18:00:00 - Arjowinangun - Pacitan,1.1031180236968356
2025-10-19 06:00:00 - Arjowinangun - Pacitan,1.0888257645364656
2025-10-19 12:00:00 - Arjowinangun - Pacitan,1.1410167704893472
2025-10-19 18:00:00 - Arjowinangun - Pacitan,1.1055893079453303
2025-10-20 06:00:00 - Arjowinangun - Pacitan,1.0929971821916475
2025-10-20 12:00:00 - Arjowinangun - Pacitan,1.1136282604503378
2025-10-20 18:00:00 - Arjowinangun - Pacitan,1.1225775977975372
2025-10-21 06:00:00 - Arjowinangun - Pacitan,1.1709180396043999
2025-10-21 12:00:00 - Arjowinangun - Pacitan,1.2386792587112243
2025-10-21 18:00:00 - Arjowinangun - Pacitan,1.3435428054381156
2025-10-22 06:00:00 - Arjowinangun - Pacitan,1.352637511306796
2025-10-22 12:00:00 - Arjowinangun - Pacitan,1.4286917206155656
2025-10-22 18:00:00 - Arjowinangun - Pacitan,1.4836190263223725
2025-10-23 06:00:00 - Arjowinangun - Pacitan,1.5048649628633102
2025-10-23 12:00:00 - Arjowinangun - Pacitan,1.640419610451567
2025-10-23 18:00:00 - Arjowinangun - Pacitan,1.5219159125411372
2025-10-24 06:00:00 - Arjowinangun - Pacitan,1.4894054898067521
2025-10-24 12:00:00 - Arjowinangun - Pacitan,1.4946636938714917
2025-10-24 18:00:00 - Arjowinangun - Pacitan,1.5517149162661217
2025-10-25 06:00:00 - Arjowinangun - Pacitan,1.4902747786475947
2025-10-25 12:00:00 - Arjowinangun - Pacitan,1.564734819589382
2025-10-25 18:00:00 - Arjowinangun - Pacitan,1.514814335247567
2025-10-26 06:00:00 - Arjowinangun - Pacitan,1.528144728209826
2025-10-26 12:00:00 - Arjowinangun - Pacitan,1.5509400651502465
2025-10-26 18:00:00 - Arjowinangun - Pacitan,1.5598917381368615
2025-10-27 06:00:00 - Arjowinangun - Pacitan,1.6104442888971093
2025-10-27 12:00:00 - Arjowinangun - Pacitan,1.5459092042304758
2025-10-27 18:00:00 - Arjowinangun - Pacitan,1.4518946621174167
2025-10-28 06:00:00 - Arjowinangun - Pacitan,1.5264821194522817
2025-10-28 12:00:00 - Arjowinangun - Pacitan,1.6770314468511345
2025-10-28 18:00:00 - Arjowinangun - Pacitan,1.7178452143271647
2025-10-29 06:00:00 - Arjowinangun - Pacitan,1.6232727595819654
2025-10-29 12:00:00 - Arjowinangun - Pacitan,1.658713902886411
2025-10-29 18:00:00 - Arjowinangun - Pacitan,1.6350038428063294
2025-10-30 06:00:00 - Arjowinangun - Pacitan,1.6482913999699156
2025-10-30 12:00:00 - Arjowinangun - Pacitan,1.5830192340554667
2025-10-30 18:00:00 - Arjowinangun - Pacitan,1.602408803609958
2025-10-31 06:00:00 - Arjowinangun - Pacitan,1.549190733173723
2025-10-31 12:00:00 - Arjowinangun - Pacitan,1.5834762835793634
2025-10-31 18:00:00 - Arjowinangun - Pacitan,1.5903056322550475
2025-11-01 06:00:00 - Arjowinangun - Pacitan,1.5816408262810036
2025-11-01 12:00:00 - Arjowinangun - Pacitan,1.635457207696245
