id,tma_mdpl
2025-09-19 06:00:00 - Arjowinangun - Pacitan,1.3932696938736988
2025-09-19 06:00:00 - Serenan,86.0821891292227
2025-09-19 06:00:00 - Sekayu,86.7970954822403
2025-09-19 06:00:00 - Badegan,121.9021009623413
2025-09-19 06:00:00 - Peren,91.15984201448394
2025-09-19 06:00:00 - Ngrembang,139.8501910530016
2025-09-19 06:00:00 - Bengkelolor,9.641710687418225
2025-09-19 06:00:00 - Ngadipiro,143.2697751789878
2025-09-19 06:00:00 - Wonogiri Dam,128.90331875843924
2025-09-19 06:00:00 - Napel,33.13309021943771
2025-09-19 06:00:00 - Boboh Kali Lamong,3.3709903417156806
2025-09-19 06:00:00 - Lorog,12.882781722262372
2025-09-19 06:00:00 - Bojonegoro - Kali Kethek,8.761625543333249
2025-09-19 06:00:00 - Babat,5.937044009508119
2025-09-19 06:00:00 - Ketonggo,36.92090775890345
2025-09-19 06:00:00 - Brangkal,12.968718300366938
2025-09-19 06:00:00 - Karangnongko,21.412670179047716
2025-09-19 06:00:00 - Cepu,16.732209905048087
2025-09-19 06:00:00 - Karanggeneng,1.8609114172108707
2025-09-19 06:00:00 - Kali Pepe - Tugu Boto,94.4970836839462
2025-09-19 06:00:00 - Colo Weir,107.77243061843747
2025-09-19 06:00:00 - Kali Pepe - PTPN,82.16821504995706
2025-09-19 06:00:00 - Floodway Bridge C,2.760005556418236
2025-09-19 06:00:00 - Kali Anyar - Kreteg Abang,85.77164233954689
2025-09-19 06:00:00 - Kajangan,51.279997014092366
2025-09-19 06:00:00 - Gunungsari,9.953983348191555
2025-09-19 06:00:00 - Jurug,78.59932256651973
2025-09-19 06:00:00 - Kedungupit,67.4047023285073
2025-09-19 06:00:00 - Sumberrejo,6.322183841646131
2025-09-19 06:00:00 - Jarum,90.23957767696268
2025-09-19 12:00:00 - Kali Pepe - Tugu Boto,94.47791101169157
2025-09-19 12:00:00 - Karanggeneng,1.9221053852445942
2025-09-19 12:00:00 - Bengkelolor,9.74324830119184
2025-09-19 12:00:00 - Wonogiri Dam,129.222144769882
2025-09-19 12:00:00 - Bojonegoro - Kali Kethek,9.501815353890278
2025-09-19 12:00:00 - Peren,91.04609438228539
2025-09-19 12:00:00 - Karangnongko,22.50913971987503
2025-09-19 12:00:00 - Serenan,86.01811569871921
2025-09-19 12:00:00 - Colo Weir,107.79365457250655
2025-09-19 12:00:00 - Babat,6.037575322022021
2025-09-19 12:00:00 - Lorog,12.929966379281847
2025-09-19 12:00:00 - Badegan,121.9021009623413
2025-09-19 12:00:00 - Jurug,78.52149466668351
2025-09-19 12:00:00 - Ngadipiro,143.25592736301326
2025-09-19 12:00:00 - Jarum,90.1325897351072
2025-09-19 12:00:00 - Sekayu,86.73739079160929
2025-09-19 12:00:00 - Arjowinangun - Pacitan,1.0592569258830205
2025-09-19 12:00:00 - Cepu,16.890334495954097
2025-09-19 12:00:00 - Ketonggo,36.742170756558544
2025-09-19 12:00:00 - Napel,33.085033187882495
2025-09-19 12:00:00 - Boboh Kali Lamong,3.4937816274959372
2025-09-19 12:00:00 - Kali Pepe - PTPN,81.96366414771016
2025-09-19 12:00:00 - Sumberrejo,6.319998499544165
2025-09-19 12:00:00 - Kajangan,51.04557909866788
2025-09-19 12:00:00 - Kali Anyar - Kreteg Abang,85.65602581115212
2025-09-19 12:00:00 - Brangkal,12.998509264161816
2025-09-19 12:00:00 - Kedungupit,69.39982138401577
2025-09-19 12:00:00 - Gunungsari,10.049220144418742
2025-09-19 12:00:00 - Ngrembang,139.8501910530016
2025-09-19 12:00:00 - Floodway Bridge C,2.971116806793356
2025-09-19 18:00:00 - Babat,6.146696358418007
2025-09-19 18:00:00 - Kali Anyar - Kreteg Abang,85.6780142334184
2025-09-19 18:00:00 - Jurug,78.11520555100142
2025-09-19 18:00:00 - Ketonggo,36.742549343218684
2025-09-19 18:00:00 - Floodway Bridge C,3.1076135122536392
2025-09-19 18:00:00 - Ngrembang,139.8501910530016
2025-09-19 18:00:00 - Bengkelolor,9.828022985053344
2025-09-19 18:00:00 - Bojonegoro - Kali Kethek,9.218966263188564
2025-09-19 18:00:00 - Kali Pepe - Tugu Boto,94.53263934743353
2025-09-19 18:00:00 - Colo Weir,107.78839887449227
2025-09-19 18:00:00 - Lorog,13.028013854471522
2025-09-19 18:00:00 - Badegan,121.9021009623413
2025-09-19 18:00:00 - Ngadipiro,143.27246505939385
2025-09-19 18:00:00 - Sekayu,86.738665693901
2025-09-19 18:00:00 - Sumberrejo,6.448487324952771
2025-09-19 18:00:00 - Gunungsari,10.141527183460877
2025-09-19 18:00:00 - Arjowinangun - Pacitan,1.2628673480923602
2025-09-19 18:00:00 - Kajangan,51.20169252676625
2025-09-19 18:00:00 - Kali Pepe - PTPN,80.99519615314574
2025-09-19 18:00:00 - Boboh Kali Lamong,3.5467331587380087
2025-09-19 18:00:00 - Napel,33.17772962206763
2025-09-19 18:00:00 - Karanggeneng,1.9733614020418635
2025-09-19 18:00:00 - Serenan,86.02706740856021
2025-09-19 18:00:00 - Wonogiri Dam,128.59224024494495
2025-09-19 18:00:00 - Brangkal,13.095792370357737
2025-09-19 18:00:00 - Cepu,16.892037358045986
2025-09-19 18:00:00 - Peren,90.97634543557233
2025-09-19 18:00:00 - Jarum,90.03857896691825
2025-09-19 18:00:00 - Karangnongko,21.321904629780455
2025-09-19 18:00:00 - Kedungupit,68.09052214873464
2025-09-20 06:00:00 - Wonogiri Dam,128.5042653894822
2025-09-20 06:00:00 - Kajangan,51.63138475953536
2025-09-20 06:00:00 - Peren,90.93461313217921
2025-09-20 06:00:00 - Kali Pepe - Tugu Boto,94.46863787833945
2025-09-20 06:00:00 - Floodway Bridge C,3.1577487845093297
2025-09-20 06:00:00 - Gunungsari,10.542424003328806
2025-09-20 06:00:00 - Ngrembang,139.8501910530016
2025-09-20 06:00:00 - Cepu,16.8879744135053
2025-09-20 06:00:00 - Babat,6.21459783534752
2025-09-20 06:00:00 - Bojonegoro - Kali Kethek,9.252069885039647
2025-09-20 06:00:00 - Arjowinangun - Pacitan,1.5482373774177107
