id,tma_mdpl
2025-09-19 06:00:00 - Arjowinangun - Pacitan,4.28567591798376
2025-09-19 12:00:00 - Arjowinangun - Pacitan,4.334018654956885
2025-09-19 18:00:00 - Arjowinangun - Pacitan,4.570373840877286
2025-09-20 06:00:00 - Arjowinangun - Pacitan,4.524452374623643
2025-09-20 12:00:00 - Arjowinangun - Pacitan,4.6291268413526385
2025-09-20 18:00:00 - Arjowinangun - Pacitan,4.376403343083381
2025-09-21 06:00:00 - Arjowinangun - Pacitan,4.359690553497382
2025-09-21 12:00:00 - Arjowinangun - Pacitan,4.427118568934177
2025-09-21 18:00:00 - Arjowinangun - Pacitan,4.377819156540469
2025-09-22 06:00:00 - Arjowinangun - Pacitan,4.408728218458015
2025-09-22 12:00:00 - Arjowinangun - Pacitan,4.425554624844503
2025-09-22 18:00:00 - Arjowinangun - Pacitan,4.300305670964383
2025-09-23 06:00:00 - Arjowinangun - Pacitan,4.281131608820682
2025-09-23 12:00:00 - Arjowinangun - Pacitan,4.3496050833580915
2025-09-23 18:00:00 - Arjowinangun - Pacitan,4.112743106286118
2025-09-24 06:00:00 - Arjowinangun - Pacitan,3.999138692732865
2025-09-24 12:00:00 - Arjowinangun - Pacitan,3.7406440734246154
2025-09-24 18:00:00 - Arjowinangun - Pacitan,3.5861793175841146
2025-09-25 06:00:00 - Arjowinangun - Pacitan,3.9446245574163505
2025-09-25 12:00:00 - Arjowinangun - Pacitan,3.7689277165962376
2025-09-25 18:00:00 - Arjowinangun - Pacitan,4.11132729282903
2025-09-26 06:00:00 - Arjowinangun - Pacitan,4.093198689785944
2025-09-26 12:00:00 - Arjowinangun - Pacitan,4.159062761133064
2025-09-26 18:00:00 - Arjowinangun - Pacitan,4.0866349420936405
2025-09-27 06:00:00 - Arjowinangun - Pacitan,4.076527829995646
2025-09-27 12:00:00 - Arjowinangun - Pacitan,4.206346171764713
2025-09-27 18:00:00 - Arjowinangun - Pacitan,3.750782201405617
2025-09-28 06:00:00 - Arjowinangun - Pacitan,4.075112016538558
2025-09-28 12:00:00 - Arjowinangun - Pacitan,4.333475934121886
2025-09-28 18:00:00 - Arjowinangun - Pacitan,3.845772563538709
2025-09-29 06:00:00 - Arjowinangun - Pacitan,4.256265943374696
2025-09-29 12:00:00 - Arjowinangun - Pacitan,4.169440837811666
2025-09-29 18:00:00 - Arjowinangun - Pacitan,4.153351257909157
2025-09-30 06:00:00 - Arjowinangun - Pacitan,4.143247699380221
2025-09-30 12:00:00 - Arjowinangun - Pacitan,4.176175588521079
2025-09-30 18:00:00 - Arjowinangun - Pacitan,4.153351257909157
2025-10-01 06:00:00 - Arjowinangun - Pacitan,4.1352226548660695
2025-10-01 12:00:00 - Arjowinangun - Pacitan,4.035418106536234
2025-10-01 18:00:00 - Arjowinangun - Pacitan,4.630187637674558
2025-10-02 06:00:00 - Arjowinangun - Pacitan,4.337922112360858
2025-10-02 12:00:00 - Arjowinangun - Pacitan,4.4309373878875045
2025-10-02 18:00:00 - Arjowinangun - Pacitan,4.166047826433265
2025-10-03 06:00:00 - Arjowinangun - Pacitan,4.3092750069497745
2025-10-03 12:00:00 - Arjowinangun - Pacitan,4.289019684640986
2025-10-03 18:00:00 - Arjowinangun - Pacitan,4.194527588704042
2025-10-04 06:00:00 - Arjowinangun - Pacitan,4.200006145894343
2025-10-04 12:00:00 - Arjowinangun - Pacitan,4.222241477787902
2025-10-04 18:00:00 - Arjowinangun - Pacitan,4.118429916585044
2025-10-05 06:00:00 - Arjowinangun - Pacitan,3.9695316784779244
2025-10-05 12:00:00 - Arjowinangun - Pacitan,4.0718353766702675
2025-10-05 18:00:00 - Arjowinangun - Pacitan,3.9868117651179045
2025-10-06 06:00:00 - Arjowinangun - Pacitan,4.017720827035453
2025-10-06 12:00:00 - Arjowinangun - Pacitan,4.022880007264155
2025-10-06 18:00:00 - Arjowinangun - Pacitan,4.064961240369146
2025-10-07 06:00:00 - Arjowinangun - Pacitan,4.011538812772193
2025-10-07 12:00:00 - Arjowinangun - Pacitan,4.206874542168729
2025-10-07 18:00:00 - Arjowinangun - Pacitan,3.96360292361796
2025-10-08 06:00:00 - Arjowinangun - Pacitan,3.9980944803876692
2025-10-08 12:00:00 - Arjowinangun - Pacitan,4.126552998183867
2025-10-08 18:00:00 - Arjowinangun - Pacitan,4.004654763733625
2025-10-09 06:00:00 - Arjowinangun - Pacitan,3.9851103472334515
2025-10-09 12:00:00 - Arjowinangun - Pacitan,4.050974418580571
2025-10-09 18:00:00 - Arjowinangun - Pacitan,4.003238950276537
2025-10-10 06:00:00 - Arjowinangun - Pacitan,3.9851103472334515
2025-10-10 12:00:00 - Arjowinangun - Pacitan,4.09192735223558
2025-10-10 18:00:00 - Arjowinangun - Pacitan,4.003238950276537
2025-10-11 06:00:00 - Arjowinangun - Pacitan,3.8910503501803717
2025-10-11 12:00:00 - Arjowinangun - Pacitan,4.087992919727775
2025-10-11 18:00:00 - Arjowinangun - Pacitan,4.003238950276537
2025-10-12 06:00:00 - Arjowinangun - Pacitan,3.9851103472334515
2025-10-12 12:00:00 - Arjowinangun - Pacitan,3.660839374043744
2025-10-12 18:00:00 - Arjowinangun - Pacitan,3.572150972084701
2025-10-13 06:00:00 - Arjowinangun - Pacitan,4.156312450080935
2025-10-13 12:00:00 - Arjowinangun - Pacitan,4.295202464650767
2025-10-13 18:00:00 - Arjowinangun - Pacitan,3.8075654847239697
2025-10-14 06:00:00 - Arjowinangun - Pacitan,4.5815861686219055
2025-10-14 12:00:00 - Arjowinangun - Pacitan,4.355164558881362
2025-10-14 18:00:00 - Arjowinangun - Pacitan,4.264912212832645
2025-10-15 06:00:00 - Arjowinangun - Pacitan,3.5660690593927913
2025-10-15 12:00:00 - Arjowinangun - Pacitan,3.8082566600715286
2025-10-15 18:00:00 - Arjowinangun - Pacitan,3.5850841784035294
2025-10-16 06:00:00 - Arjowinangun - Pacitan,3.566955575360443
2025-10-16 12:00:00 - Arjowinangun - Pacitan,3.8598771182778497
2025-10-16 18:00:00 - Arjowinangun - Pacitan,3.699438833533542
2025-10-17 06:00:00 - Arjowinangun - Pacitan,3.566955575360443
2025-10-17 12:00:00 - Arjowinangun - Pacitan,3.8558597124850102
2025-10-17 18:00:00 - Arjowinangun - Pacitan,3.735196486036149
2025-10-18 06:00:00 - Arjowinangun - Pacitan,4.230985949595491
2025-10-18 12:00:00 - Arjowinangun - Pacitan,4.335105707739928
2025-10-18 18:00:00 - Arjowinangun - Pacitan,4.278446764544216
2025-10-19 06:00:00 - Arjowinangun - Pacitan,3.7204664227679842
2025-10-19 12:00:00 - Arjowinangun - Pacitan,3.8307253073376653
2025-10-19 18:00:00 - Arjowinangun - Pacitan,3.878303503486192
2025-10-20 06:00:00 - Arjowinangun - Pacitan,3.9632008627906092
2025-10-20 12:00:00 - Arjowinangun - Pacitan,3.988621277222639
2025-10-20 18:00:00 - Arjowinangun - Pacitan,4.10024727004298
2025-10-21 06:00:00 - Arjowinangun - Pacitan,4.242939503059985
2025-10-21 12:00:00 - Arjowinangun - Pacitan,4.13964896047508
2025-10-21 18:00:00 - Arjowinangun - Pacitan,4.383225071327336
2025-10-22 06:00:00 - Arjowinangun - Pacitan,4.561793156005425
2025-10-22 12:00:00 - Arjowinangun - Pacitan,4.265069988228974
2025-10-22 18:00:00 - Arjowinangun - Pacitan,4.3648471456337194
2025-10-23 06:00:00 - Arjowinangun - Pacitan,4.574388272940004
