id,tma_mdpl
2025-09-19 06:00:00 - Arjowinangun - Pacitan,1.2677659916020356
2025-09-19 12:00:00 - Arjowinangun - Pacitan,1.272801716537104
2025-09-19 18:00:00 - Arjowinangun - Pacitan,1.3112589114132924
2025-09-20 06:00:00 - Arjowinangun - Pacitan,1.2662858515772681
2025-09-20 12:00:00 - Arjowinangun - Pacitan,1.2826870481996395
2025-09-20 18:00:00 - Arjowinangun - Pacitan,1.2690703778270274
2025-09-21 06:00:00 - Arjowinangun - Pacitan,1.2796637989751132
2025-09-21 12:00:00 - Arjowinangun - Pacitan,1.2796637989751132
2025-09-21 18:00:00 - Arjowinangun - Pacitan,1.2796637989751132
2025-09-22 06:00:00 - Arjowinangun - Pacitan,1.2796637989751132
2025-09-22 12:00:00 - Arjowinangun - Pacitan,1.2796637989751132
2025-09-22 18:00:00 - Arjowinangun - Pacitan,1.2676127355068243
2025-09-23 06:00:00 - Arjowinangun - Pacitan,1.2676127355068243
2025-09-23 12:00:00 - Arjowinangun - Pacitan,1.2583347655100117
2025-09-23 18:00:00 - Arjowinangun - Pacitan,1.2487245997105945
2025-09-24 06:00:00 - Arjowinangun - Pacitan,1.2363071248520583
2025-09-24 12:00:00 - Arjowinangun - Pacitan,1.2398293268498704
2025-09-24 18:00:00 - Arjowinangun - Pacitan,1.234793601914802
2025-09-25 06:00:00 - Arjowinangun - Pacitan,1.2363071248520583
2025-09-25 12:00:00 - Arjowinangun - Pacitan,1.2398293268498704
2025-09-25 18:00:00 - Arjowinangun - Pacitan,1.2455402791580992
2025-09-26 06:00:00 - Arjowinangun - Pacitan,1.2470538020953554
2025-09-26 12:00:00 - Arjowinangun - Pacitan,1.2505760040931675
2025-09-26 18:00:00 - Arjowinangun - Pacitan,1.2455402791580992
2025-09-27 06:00:00 - Arjowinangun - Pacitan,1.256133700306185
2025-09-27 12:00:00 - Arjowinangun - Pacitan,1.256133700306185
2025-09-27 18:00:00 - Arjowinangun - Pacitan,1.2453870230628878
2025-09-28 06:00:00 - Arjowinangun - Pacitan,1.2979663064495777
2025-09-28 12:00:00 - Arjowinangun - Pacitan,1.2538281787685441
2025-09-28 18:00:00 - Arjowinangun - Pacitan,1.2572376152592464
2025-09-29 06:00:00 - Arjowinangun - Pacitan,1.2487924538334758
2025-09-29 12:00:00 - Arjowinangun - Pacitan,1.2622733401943147
2025-09-29 18:00:00 - Arjowinangun - Pacitan,1.2487924538334758
2025-09-30 06:00:00 - Arjowinangun - Pacitan,1.2540299894386822
2025-09-30 12:00:00 - Arjowinangun - Pacitan,1.244419823639265
2025-09-30 18:00:00 - Arjowinangun - Pacitan,1.244419823639265
2025-10-01 06:00:00 - Arjowinangun - Pacitan,1.2618780767284958
2025-10-01 12:00:00 - Arjowinangun - Pacitan,1.3148041063842806
2025-10-01 18:00:00 - Arjowinangun - Pacitan,1.324588614297999
2025-10-02 06:00:00 - Arjowinangun - Pacitan,1.3215980789625252
2025-10-02 12:00:00 - Arjowinangun - Pacitan,1.336508848030363
2025-10-02 18:00:00 - Arjowinangun - Pacitan,1.3266481842698945
2025-10-03 06:00:00 - Arjowinangun - Pacitan,1.3097289595958876
2025-10-03 12:00:00 - Arjowinangun - Pacitan,1.3458060870499364
2025-10-03 18:00:00 - Arjowinangun - Pacitan,1.274585358858684
2025-10-04 06:00:00 - Arjowinangun - Pacitan,1.2825332124930775
2025-10-04 12:00:00 - Arjowinangun - Pacitan,1.2661861522457938
2025-10-04 18:00:00 - Arjowinangun - Pacitan,1.2459936302245722
2025-10-05 06:00:00 - Arjowinangun - Pacitan,1.1626227320554243
2025-10-05 12:00:00 - Arjowinangun - Pacitan,1.1910248752619081
2025-10-05 18:00:00 - Arjowinangun - Pacitan,1.1825797138361376
2025-10-06 06:00:00 - Arjowinangun - Pacitan,1.2453870230628878
2025-10-06 12:00:00 - Arjowinangun - Pacitan,1.2453870230628878
2025-10-06 18:00:00 - Arjowinangun - Pacitan,1.2453870230628878
2025-10-07 06:00:00 - Arjowinangun - Pacitan,1.2453870230628878
2025-10-07 12:00:00 - Arjowinangun - Pacitan,1.2453870230628878
2025-10-07 18:00:00 - Arjowinangun - Pacitan,1.2453870230628878
2025-10-08 06:00:00 - Arjowinangun - Pacitan,1.2428158953937813
2025-10-08 12:00:00 - Arjowinangun - Pacitan,1.2428158953937813
2025-10-08 18:00:00 - Arjowinangun - Pacitan,1.237706088836745
2025-10-09 06:00:00 - Arjowinangun - Pacitan,1.2195417501787678
2025-10-09 12:00:00 - Arjowinangun - Pacitan,1.224577475113836
2025-10-09 18:00:00 - Arjowinangun - Pacitan,1.2195417501787678
2025-10-10 06:00:00 - Arjowinangun - Pacitan,1.2253650525232505
2025-10-10 12:00:00 - Arjowinangun - Pacitan,1.2304007774583188
2025-10-10 18:00:00 - Arjowinangun - Pacitan,1.2253650525232505
2025-10-11 06:00:00 - Arjowinangun - Pacitan,1.2489424332740773
2025-10-11 12:00:00 - Arjowinangun - Pacitan,1.2539781582091456
